id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,is_active,platform,cmc_rank,is_fiat,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.last_updated
1,Bitcoin,BTC,bitcoin,8913,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channels', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'arrington-xrp-capital', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures', 'galaxy-digital-portfolio', 'huobi-capital', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-xzy-screener']",21000000.0,18792112.0,18792112.0,1,,1,0,2021-08-20T20:59:02.000Z,48659.28369421289,32208315353.1859,0.02429452,4.49694738,2.36366533,52.77371891,49.09839858,27.76372158,914410709021.4224,43.8367,1021844957578.47,2021-08-20T20:59:02.000Z
2,Litecoin,LTC,litecoin,714,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'binance-chain', 'binance-smart-chain']",84000000.0,66752614.51538747,66752614.51538747,1,,16,0,2021-08-20T20:59:02.000Z,180.8503302168453,1792564748.3083804,0.01063203,3.97046587,-0.23506286,55.15816804,34.79661146,3.57239581,12072232377.945606,0.5787,15191427738.22,2021-08-20T20:59:02.000Z
74,Dogecoin,DOGE,dogecoin,387,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'binance-smart-chain', 'doggone-doggerel']",,130936375962.44276,130936375962.44276,1,,7,0,2021-08-20T20:59:03.000Z,0.32454206105734,3581044955.3045125,-0.54809565,2.51417829,15.8466094,71.85735855,53.11336423,-5.89197602,42494361322.22993,2.0372,42494361322.23,2021-08-20T20:59:03.000Z
328,Monero,XMR,monero,161,2014-05-21T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio']",,17977052.8743207,17977052.8743207,1,,30,0,2021-08-20T20:59:04.000Z,281.51478223150684,213230064.6634864,0.70906434,7.62439645,4.95253706,45.31736,24.2629972,19.67148185,5060806125.078676,0.2426,5060806125.08,2021-08-20T20:59:04.000Z
1027,Ethereum,ETH,ethereum,5579,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum', 'binance-smart-chain', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'arrington-xrp-capital', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures', 'hashkey-capital-portfolio', 'kinetic-capital', 'huobi-capital', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-xzy-screener']",,117187000.249,117187000.249,1,,2,0,2021-08-20T20:59:02.000Z,3263.245512237877,19907294865.895065,0.36214777,3.40507636,-0.44071888,67.43574671,67.77806768,38.4756462,382409952655.1682,18.4162,382409952655.17,2021-08-20T20:59:02.000Z
2010,Cardano,ADA,cardano,295,2017-10-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'binance-smart-chain']",45000000000.0,32127741925.079,33027817833.801,1,,3,0,2021-08-20T20:58:08.000Z,2.48368063373223,8776981584.079021,-0.47630148,5.25962582,21.33861807,114.38057814,94.20844923,67.08251318,79795050424.86574,3.8428,111765628517.95,2021-08-20T20:58:08.000Z
1,Bitcoin,BTC,bitcoin,8913,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channels', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'arrington-xrp-capital', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures', 'galaxy-digital-portfolio', 'huobi-capital', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-xzy-screener']",21000000.0,18792112.0,18792112.0,1,,1,0,2021-08-20T21:04:02.000Z,48704.33083912318,32241412395.19749,0.15281686,4.6673664,2.19983274,53.35700593,50.32733028,27.77297997,915257240013.8568,43.9015,1022790947621.59,2021-08-20T21:04:02.000Z
2,Litecoin,LTC,litecoin,714,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'binance-chain', 'binance-smart-chain']",84000000.0,66752614.51538747,66752614.51538747,1,,16,0,2021-08-20T21:04:02.000Z,181.29200039068104,1788233183.213425,0.42357965,4.23663462,0.17491167,55.82952105,36.30313939,3.9139883,12101715016.802608,0.5805,15228528032.82,2021-08-20T21:04:02.000Z
74,Dogecoin,DOGE,dogecoin,387,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'binance-smart-chain', 'doggone-doggerel']",,130936375962.44276,130936375962.44276,1,,7,0,2021-08-20T21:04:03.000Z,0.32431702957188,3555160479.6822176,-0.01740222,2.71887808,15.24107708,73.32207261,55.40612563,-6.10143483,42464896515.04635,2.0369,42464896515.05,2021-08-20T21:04:03.000Z
328,Monero,XMR,monero,161,2014-05-21T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio']",,17977052.8743207,17977052.8743207,1,,30,0,2021-08-20T21:04:04.000Z,280.5415031871568,213784429.12226287,-0.24743105,7.40983653,4.51052549,45.28109913,25.29193392,19.31214441,5043309436.236926,0.2419,5043309436.24,2021-08-20T21:04:04.000Z
1027,Ethereum,ETH,ethereum,5579,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum', 'binance-smart-chain', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'arrington-xrp-capital', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures', 'hashkey-capital-portfolio', 'kinetic-capital', 'huobi-capital', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-xzy-screener']",,117187000.249,117187000.249,1,,2,0,2021-08-20T21:04:02.000Z,3262.5944920242973,19973403131.595963,0.45704343,3.37746539,-0.48584881,67.78216759,69.26364788,38.30899343,382333661549.23737,18.329,382333661549.24,2021-08-20T21:04:02.000Z
2010,Cardano,ADA,cardano,295,2017-10-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'binance-smart-chain']",45000000000.0,32127741925.079,33027817833.801,1,,3,0,2021-08-20T21:03:09.000Z,2.49060447343704,8741000269.068186,0.38043251,6.01076924,21.75909573,115.9046145,95.96011541,67.62022794,80017497760.0325,3.836,112077201304.67,2021-08-20T21:03:09.000Z
