id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,is_active,platform,cmc_rank,is_fiat,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.last_updated
1,Bitcoin,BTC,bitcoin,8909,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channels', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'arrington-xrp-capital', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures', 'galaxy-digital-portfolio', 'huobi-capital', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-xzy-screener']",21000000.0,18786068.0,18786068.0,1,,1,0,2021-08-14T20:59:02.000Z,46643.653869476926,31598615346.588814,-0.86212607,-1.87657911,6.19430207,46.95822715,16.70980541,5.60469053,876250853360.4567,44.467,979516731259.02,2021-08-14T20:59:02.000Z
2,Litecoin,LTC,litecoin,710,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'binance-chain', 'binance-smart-chain']",84000000.0,66752614.51538747,66752614.51538747,1,,14,0,2021-08-14T20:59:02.000Z,178.76259786268375,2401795650.550604,-1.51263859,-1.29686088,15.69640499,42.66534382,3.20168703,-36.95943138,11932870784.896955,0.6054,15016058220.47,2021-08-14T20:59:02.000Z
74,Dogecoin,DOGE,dogecoin,379,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'binance-smart-chain', 'doggone-doggerel']",,130854498192.87968,130854498192.87968,1,,7,0,2021-08-14T20:59:03.000Z,0.28701345440945,4748815654.937448,-1.45077613,2.45062053,17.63465686,52.76330359,-10.18226493,-41.64549674,37557001551.35352,1.9059,37557001551.35,2021-08-14T20:59:03.000Z
328,Monero,XMR,monero,161,2014-05-21T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio']",,17973174.88639706,17973174.88639706,1,,29,0,2021-08-14T20:59:04.000Z,268.04316994386005,206977662.57699144,-1.27749755,-0.0698631,0.01341546,36.92509937,-3.91595599,-28.54408488,4817586770.505244,0.2445,4817586770.51,2021-08-14T20:59:04.000Z
1027,Ethereum,ETH,ethereum,5593,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum', 'binance-smart-chain', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'arrington-xrp-capital', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures', 'hashkey-capital-portfolio', 'kinetic-capital', 'huobi-capital', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-xzy-screener']",,117106062.249,117106062.249,1,,2,0,2021-08-14T20:59:02.000Z,3231.086228622265,20210658226.41149,-0.97729454,-1.42187556,4.89043362,67.7793015,28.03727862,-4.06363763,378379785020.9256,19.2016,378379785020.93,2021-08-14T20:59:02.000Z
2010,Cardano,ADA,cardano,287,2017-10-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'binance-smart-chain']",45000000000.0,32112218179.447,33005080086.445,1,,3,0,2021-08-14T20:58:08.000Z,2.16998244309702,8153486614.883821,-1.61737387,6.13958563,49.65267286,76.37279397,40.23917956,6.24433349,69682949658.30093,3.5352,97649209939.37,2021-08-14T20:58:08.000Z
1,Bitcoin,BTC,bitcoin,8909,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channels', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'arrington-xrp-capital', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures', 'galaxy-digital-portfolio', 'huobi-capital', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-xzy-screener']",21000000.0,18786068.0,18786068.0,1,,1,0,2021-08-14T21:04:02.000Z,46668.83774568702,31418595549.32696,-0.41478554,-2.07139017,5.72681294,47.04474143,16.89738944,4.61887062,876723959371.4431,44.4412,980045592659.43,2021-08-14T21:04:02.000Z
2,Litecoin,LTC,litecoin,710,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'binance-chain', 'binance-smart-chain']",84000000.0,66752614.51538747,66752614.51538747,1,,14,0,2021-08-14T21:04:02.000Z,178.9024051383441,2391627707.38998,-0.928145,-1.21014583,15.44694766,42.61368752,3.20369381,-37.36485705,11942203286.075558,0.606,15027802031.62,2021-08-14T21:04:02.000Z
74,Dogecoin,DOGE,dogecoin,379,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'binance-smart-chain', 'doggone-doggerel']",,130854498192.87968,130854498192.87968,1,,7,0,2021-08-14T21:04:03.000Z,0.28719649022088,4710118102.006781,-0.54849674,2.05086335,17.74272096,52.66507743,-10.01569112,-41.64426918,37580952610.60953,1.905,37580952610.61,2021-08-14T21:04:03.000Z
328,Monero,XMR,monero,161,2014-05-21T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio']",,17973174.88639706,17973174.88639706,1,,29,0,2021-08-14T21:04:04.000Z,268.33632028376786,205719371.58086565,-0.78879845,-0.12721413,0.08505307,36.70307584,-3.68541179,-28.97515342,4822855612.832415,0.2445,4822855612.83,2021-08-14T21:04:04.000Z
1027,Ethereum,ETH,ethereum,5593,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum', 'binance-smart-chain', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'arrington-xrp-capital', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures', 'hashkey-capital-portfolio', 'kinetic-capital', 'huobi-capital', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-xzy-screener']",,117106062.249,117106062.249,1,,2,0,2021-08-14T21:04:02.000Z,3234.00718716779,20132913693.52405,-0.52544506,-1.35780559,4.4695601,67.99576228,27.95557377,-4.57803341,378721846974.18463,19.1975,378721846974.18,2021-08-14T21:04:02.000Z
2010,Cardano,ADA,cardano,287,2017-10-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'binance-smart-chain']",45000000000.0,32112218179.447,33005080086.445,1,,3,0,2021-08-14T21:03:08.000Z,2.17393073769768,8138866016.207278,-0.90878515,6.27226908,49.18989684,76.28123492,40.59817331,6.47312693,69809738155.95407,3.5426,97826883196.4,2021-08-14T21:03:08.000Z
1,Bitcoin,BTC,bitcoin,8909,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channels', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'arrington-xrp-capital', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures', 'galaxy-digital-portfolio', 'huobi-capital', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-xzy-screener']",21000000.0,18786068.0,18786068.0,1,,1,0,2021-08-14T21:08:02.000Z,46712.10199962375,31362525563.59282,-0.18551881,-1.95419152,6.03667782,47.15541867,16.79673226,4.86973181,877536724587.8678,44.4314,980954141992.1,2021-08-14T21:08:02.000Z
2,Litecoin,LTC,litecoin,710,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'binance-chain', 'binance-smart-chain']",84000000.0,66752614.51538747,66752614.51538747,1,,14,0,2021-08-14T21:08:02.000Z,179.04739026961053,2388975024.258324,-0.6501479,-1.2802744,15.71436429,42.64702926,3.21335972,-37.16544647,11951881422.653448,0.6058,15039980782.65,2021-08-14T21:08:02.000Z
74,Dogecoin,DOGE,dogecoin,379,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'binance-smart-chain', 'doggone-doggerel']",,130854498192.87968,130854498192.87968,1,,7,0,2021-08-14T21:08:03.000Z,0.28811392609933,4702411458.5356655,0.08851706,2.03151725,17.89328331,53.12637896,-9.9086612,-41.16142795,37701003222.108246,1.9089,37701003222.11,2021-08-14T21:08:03.000Z
328,Monero,XMR,monero,161,2014-05-21T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio']",,17973174.88639706,17973174.88639706,1,,29,0,2021-08-14T21:08:04.000Z,268.49834722071057,205116423.5617126,-0.53736396,-0.02215421,0.15040082,36.78234538,-3.8183152,-28.92241543,4825767751.306393,0.2446,4825767751.31,2021-08-14T21:08:04.000Z
1027,Ethereum,ETH,ethereum,5593,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum', 'binance-smart-chain', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'arrington-xrp-capital', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures', 'hashkey-capital-portfolio', 'kinetic-capital', 'huobi-capital', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-xzy-screener']",,117106062.249,117106062.249,1,,2,0,2021-08-14T21:08:02.000Z,3237.002573300469,20139873301.104687,-0.30586931,-1.29887476,4.05985221,68.10970109,27.82006423,-4.17880564,379072624849.0979,19.1932,379072624849.1,2021-08-14T21:08:02.000Z
2010,Cardano,ADA,cardano,287,2017-10-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'binance-smart-chain']",45000000000.0,32112218179.447,33005080086.445,1,,3,0,2021-08-14T21:07:07.000Z,2.1783963460685,8134458260.37149,-0.5914377,6.61092936,49.5758814,76.75721726,40.3809252,5.25992461,69953138746.2618,3.5459,98027835573.08,2021-08-14T21:07:07.000Z
1,Bitcoin,BTC,bitcoin,8909,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channels', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'arrington-xrp-capital', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures', 'galaxy-digital-portfolio', 'huobi-capital', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-xzy-screener']",21000000.0,18786068.0,18786068.0,1,,1,0,2021-08-14T21:14:02.000Z,46757.76881559125,31304515850.308792,0.11880087,-2.08956341,5.83133644,47.20295577,16.91526564,4.54007265,878394624497.9767,44.4748,981913145127.42,2021-08-14T21:14:02.000Z
2,Litecoin,LTC,litecoin,710,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'binance-chain', 'binance-smart-chain']",84000000.0,66752614.51538747,66752614.51538747,1,,14,0,2021-08-14T21:14:02.000Z,179.4632155996971,2392717077.3860087,0.00037072,-1.25848041,15.94448458,42.97921897,3.46171764,-37.19768113,11979638850.61845,0.6066,15074910110.37,2021-08-14T21:14:02.000Z
74,Dogecoin,DOGE,dogecoin,379,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'binance-smart-chain', 'doggone-doggerel']",,130854498192.87968,130854498192.87968,1,,7,0,2021-08-14T21:14:03.000Z,0.28819049198918,4685191221.391941,0.74479235,1.57248973,17.48731351,53.37266533,-9.77617604,-40.83029718,37711022213.203255,1.9094,37711022213.2,2021-08-14T21:14:03.000Z
328,Monero,XMR,monero,161,2014-05-21T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio']",,17973174.88639706,17973174.88639706,1,,29,0,2021-08-14T21:14:04.000Z,268.6640767418157,203675439.92389408,-0.06705964,-0.13538638,-0.25642838,36.73657305,-3.594148,-29.23487989,4828746436.973054,0.2445,4828746436.97,2021-08-14T21:14:04.000Z
