news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers,news_id,rank_score,eventid
https://coingape.com/fitch-ratings-warns-about-this-negative-aspect-of-el-salvadors-bitcoin-btc-adoption/,https://crypto.snapi.dev/images/v1/w/l/webpnet-resizeimage-30-51627.jpg,Fitch Ratings Warns About This Negative Aspect of El Salvador's Bitcoin (BTC) Adoption,Fitch Ratings has joined the long line of opposition in regards to El Salvador's Bitcoin Legal Tender. The global credit rating agency has alerted the nation of substantial risks post-BTC adoption.,Coingape,"Tue, 17 Aug 2021 07:19:49 -0400",[],Negative,Article,['BTC'],51627,6.19,K40
https://www.coindesk.com/bitcoin-rangebound-near-50k-resistance-support-at-40k,https://crypto.snapi.dev/images/v1/a/a/bitcoin-price-analysis-2021-08-15-51078-51625.png,Bitcoin Rangebound Near $50K Resistance; Support at $40K,Bitcoin is stalling ahead of $50K resistance.,Coindesk,"Tue, 17 Aug 2021 07:14:13 -0400",[],Negative,Article,['BTC'],51625,6.28,
https://www.forbes.com/sites/ninabambysheva/2021/08/17/crypto-firms-go-on-a-hiring-spree-as-bitcoin-and-ether-prices-explode/,https://crypto.snapi.dev/images/v1/h/j/crypto-firms-go-on-a-hiring-spree-as-bitcoin-and-ether-prices-explode-51615.jpg,Crypto Firms Go On A Hiring Spree As Bitcoin And Ether Prices Explode,"The number of crypto and blockchain-related job postings and job seeker interest have shot up over the past year, showing strong correlation with price movements of bitcoin and other cryptocurrencies.",Forbes,"Tue, 17 Aug 2021 07:00:00 -0400",[],Positive,Article,"['BTC', 'ETH']",51615,4.72,
https://www.dailyfx.com/forex/market_alert/2021/08/17/Bitcoin-Ethereum-Stagnate-at-Recent-Highs-Solana-Soars-to-a-New-Peak.html,https://crypto.snapi.dev/images/v1/0/6/crypto18-51628.jpg,"Bitcoin, Ethereum Stagnate at Recent Highs, Solana Soars to a New Peak",The cryptocurrency market is taking a breather after touching multi-week highs but Solana continues its recent record-breaking rally.,DailyFX,"Tue, 17 Aug 2021 07:00:00 -0400",[],Neutral,Article,"['BTC', 'ETH', 'SOL']",51628,4.39,
https://cointelegraph.com/news/bitcoin-can-see-55k-breakout-if-last-major-btc-price-resistance-is-broken-analyst,https://crypto.snapi.dev/images/v1/b/8/840-ahr0chm6ly9zmy5jb2ludgvszwdyyxbolmnvbs91cgxvywrzlziwmjetmdgvztkxngvkzgyty2nkmi00njy3ltlly2itntjkntq3mgrmndm1lmpwzw-51611.jpg,Bitcoin can see $55K breakout if last major BTC price resistance is broken — analyst,"A short squeeze could send BTC/USD far beyond $50,000 if the $48,000 sell wall crumbles.",Cointelegraph,"Tue, 17 Aug 2021 06:41:49 -0400",[],Neutral,Article,['BTC'],51611,6.22,
https://en.cryptonomist.ch/2021/08/17/bitcoin-mining-revenues-doubled/,https://crypto.snapi.dev/images/v1/p/x/bitcoin-mining-revenue-1-51610.jpg,Bitcoin mining: revenues doubled in recent weeks,BTC mining profitability more than doubled since the end of July,The Cryptonomist,"Tue, 17 Aug 2021 06:41:09 -0400",['mining'],Neutral,Article,['BTC'],51610,5.33,
https://beincrypto.com/bitcoin-btc-rejected-by-resistance-how-deep-could-it-fall/,https://crypto.snapi.dev/images/v1/s/p/bic-btc-public-51607.jpg,Bitcoin (BTC) Rejected by Resistance — How Deep Could It Fall?,"Bitcoin (BTC) peaked at 48,200 on August 14-16 but was rejected by the long-term resistance area. If the double top pattern plays out, BTC could see a short-term correction before resuming its upward movement.",BeInCrypto,"Tue, 17 Aug 2021 06:07:30 -0400",[],Negative,Article,['BTC'],51607,5.98,
https://cointelegraph.com/news/fitch-ratings-warns-el-salvador-s-bitcoin-law-will-pose-risk-to-local-insurers,https://crypto.snapi.dev/images/v1/1/m/840-ahr0chm6ly9zmy5jb2ludgvszwdyyxbolmnvbs91cgxvywrzlziwmjetmdgvzjrizjcxy2etymi4zi00zdbjlwi3yzctzwi5ytyzmmq5yjg2lmpwzw-51599.jpg,Fitch Ratings warns El Salvador's 'Bitcoin Law' will pose risk to local insurers,Fitch warned that mainstreaming Bitcoin without clarity can introduce volatility and operational risks for Salvadorans.,Cointelegraph,"Tue, 17 Aug 2021 05:50:49 -0400",[],Negative,Article,['BTC'],51599,6.67,K40
https://cryptopotato.com/bitcoin-stalls-at-46k-as-solana-breaks-70-following-90-weekly-surge-market-watch/,https://crypto.snapi.dev/images/v1/r/x/solana-btc-cover-51585.jpg,Bitcoin Stalls at $46K as Solana Breaks $70 Following 90% Weekly Surge (Market Watch),"As bitcoin has retraced slightly to $46,000, Solana has gone on a tear once more, registering a fresh all-time high at $75.",CryptoPotato,"Tue, 17 Aug 2021 04:48:56 -0400",[],Neutral,Article,"['BTC', 'SOL']",51585,4.0,
https://cointelegraph.com/news/3-ways-this-bitcoin-bull-run-is-different-than-late-2020,https://crypto.snapi.dev/images/v1/l/b/840-ahr0chm6ly9zmy5jb2ludgvszwdyyxbolmnvbs91cgxvywrzlziwmjetmdgvmgjmnwm4zjgtyjc2ns00yzziltg3ntqtywu5othlzmizzddllmpwzw-51583.jpg,3 ways this Bitcoin bull run is different than late 2020,"There's no doubting the BTC price upside, but under the hood, all is not what it seems, one analyst highlights.",Cointelegraph,"Tue, 17 Aug 2021 04:42:48 -0400",[],Positive,Article,['BTC'],51583,6.22,
https://en.cryptonomist.ch/2021/08/17/bitcoin-one-million-active-addresses-yesterday/,https://crypto.snapi.dev/images/v1/k/6/bitcoin-address-1-51582.jpg,Bitcoin: one million active addresses yesterday,A spike in activity on Bitcoin's blockchain occurred before tonight's dip,The Cryptonomist,"Tue, 17 Aug 2021 04:13:33 -0400",[],Neutral,Article,['BTC'],51582,5.38,
https://ambcrypto.com/bitcoin-adoption-is-skyrocketing-in-asian-countries-but-why/,https://crypto.snapi.dev/images/v1/l/v/umbrella-1822478-1280-51576.jpg,"Bitcoin adoption is skyrocketing in Asian countries, but why",The largest continent in the world has come forward as the foremost in leading the way towards crypto-adoption. A new survey studying retail crypto investment in 27 countries worldwide found that the top five amongst them were in Asia.,AMBCrypto,"Tue, 17 Aug 2021 04:00:43 -0400",[],Positive,Article,['BTC'],51576,6.01,
https://u.today/bitcoin-miners-revenue-up-57-since-june,https://crypto.snapi.dev/images/v1/s/m/9183-51574.jpg,Bitcoin Miners' Revenue Up 57% Since June,Bitcoin miners have increased their profits with the progressively increasing hashrate of the network,UToday,"Tue, 17 Aug 2021 03:42:00 -0400",['mining'],Neutral,Article,['BTC'],51574,5.78,
https://beincrypto.com/el-salvador-bitcoin-adoption-could-create-credit-issues-for-insurers/,https://crypto.snapi.dev/images/v1/v/g/bic-btc-legal-el-salvador-51573.jpg,El Salvador Bitcoin Adoption Could Create Credit Issues For Insurers,The big move to adopt bitcoin as legal tender in El Salvador could have some unforeseen consequences for insurers according to Fitch Ratings. The post El Salvador Bitcoin Adoption Could Create Credit Issues For Insurers appeared first on BeInCrypto.,BeInCrypto,"Tue, 17 Aug 2021 03:41:20 -0400",[],Neutral,Article,['BTC'],51573,6.43,K40
https://www.coindesk.com/bitcoin-signs-short-term-fatigue-continuation,https://crypto.snapi.dev/images/v1/l/b/moshed-2021-5-13-12-14-2-51647.jpg,Bitcoin Showing Signs of 'Short-Term Fatigue' Near $50K Ahead of Possible Continuation,Low levels of daily trading volume persist as bitcoin struggles to edge higher while short positions build.,Coindesk,"Tue, 17 Aug 2021 03:40:12 -0400",[],Negative,Article,['BTC'],51647,6.28,
https://www.financemagnates.com/cryptocurrency/news/bitcoin-mining-revenues-increase-sharply/,https://crypto.snapi.dev/images/v1/r/y/bitcoin-mining-51568.jpg,Bitcoin Mining Revenues Increase Sharply,BTC network is currently mining at a rate of 112.5 EH/s.,FinanceMagnates,"Tue, 17 Aug 2021 03:28:50 -0400",['mining'],Neutral,Article,['BTC'],51568,5.72,
https://www.newsbtc.com/news/bitcoin/why-is-bitcoin-twitter-suddenly-obsessed-with-the-essay-anatomy-of-the-state/,https://crypto.snapi.dev/images/v1/a/c/anatomy-750x410-51566.jpg,Why Is Bitcoin-Twitter Suddenly Obsessed With The Essay “Anatomy Of The State”?,"It's only logical that Jack Dorsey is a Twitter influencer. The mind behind Twitter used his platform to promote “Anatomy Of the State,” an essay by Murray N.",NewsBTC,"Tue, 17 Aug 2021 03:26:59 -0400",[],Neutral,Article,['BTC'],51566,5.86,
https://www.benzinga.com/markets/cryptocurrency/21/08/22528544/why-is-shiba-inu-bucking-the-trend-outperforming-bitcoin-dogecoin-today,https://crypto.snapi.dev/images/v1/u/k/alison-pang-tulol5rpw3u-unsplash-5-51565.jpg,"Why Is Shiba Inu Bucking The Trend, Outperforming Bitcoin, Dogecoin Today?","SHIBA INU (CRYPTO: SHIB) rose over 3% in the early hours of even as major cryptocurrencies like Bitcoin (CRYPTO: BTC), Ethereum (CRYPTO: ETH) and Dogecoin (CRYPTO: DOGE) declined.",Benzinga,"Tue, 17 Aug 2021 02:59:42 -0400",[],Positive,Article,"['BTC', 'DOGE', 'SHIB']",51565,4.45,
https://beincrypto.com/bitcoin-falls-behind-network-fees-usage/,https://crypto.snapi.dev/images/v1/h/v/dailyfees15-51560.jpg,Bitcoin Falls Behind in Terms of Network Fees and Usage,The amount of money generated in network fees is often considered an important indication of the usage of that network — and Bitcoin appears to be falling behind other blockchains. The post Bitcoin Falls Behind in Terms of Network Fees and Usage appeared first on BeInCrypto.,BeInCrypto,"Tue, 17 Aug 2021 02:15:29 -0400",[],Negative,Article,['BTC'],51560,5.98,
https://coingape.com/bitcoin-btc-realized-cap-hits-new-all-time-high-miner-revenue-on-the-rise/,https://crypto.snapi.dev/images/v1/k/r/bitcoin-sp-500-51553.jpeg,"Bitcoin (BTC) Realized Cap Hits New All-Time High, Miner Revenue On the Rise","Over the last week, Bitcoin (BTC) made a solid move surging past all the way to $47,000. Even now BTC is holding above its crucial support levels of $45,000.",Coingape,"Tue, 17 Aug 2021 01:07:52 -0400",['mining'],Positive,Article,['BTC'],51553,5.69,
https://cryptonews.com/news/bitcoin-and-ethereum-dip-while-polkadot-and-solana-rally-11459.htm,https://crypto.snapi.dev/images/v1/5/a/b3beb76332-51549.jpg,Bitcoin and Ethereum Dip While Polkadot and Solana Rally,"Bitcoin price made another attempt to surpass the USD 48k resistance. However, the bulls failed to gain strength, resulting in a drop below USD 47k. BTC even traded below USD 46,500 and it is currently (04:00 UTC) showing a few bearish signs. Similarly, most major altcoins are correcting gains. ETH topped twice near USD 3,325 and it started a downside correction. XRP failed to surpass USD 1.30 and",Cryptonews,"Tue, 17 Aug 2021 00:42:13 -0400",[],Positive,Article,"['BTC', 'DOT', 'ETH', 'SOL']",51549,4.15,
