news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers,news_id,rank_score,eventid
https://www.cryptopolitan.com/could-ethereum-reach-10000-anytime-soon/,https://crypto.snapi.dev/images/v1/q/g/untitled-2-1200x776-51871.jpg,"Could Ethereum Reach $10,000 Anytime Soon?","Ethereum is more than just another blockchain—it's fueling a new paradigm of computing, powering thousands of decentralized applications. While Ether first traded at $2.77, it's now fluctuating around $3,000.",Cryptopolitan,"Tue, 17 Aug 2021 23:00:00 -0400",[],Positive,Article,['ETH'],51871,5.53,
https://cointelegraph.com/news/white-hat-potentially-saves-sushiswap-350m-by-finding-obvious-exploit,https://crypto.snapi.dev/images/v1/g/h/840-ahr0chm6ly9zmy5jb2ludgvszwdyyxbolmnvbs91cgxvywrzlziwmjetmdgvmzixyze4zgqtzda4nc00ntmwlthjmjitztcymgq0mgi3mwqzlmpwzw-51870.jpg,White hat potentially saves SushiSwap $350M by finding ‘obvious' exploit,"The security researcher found a flaw in a dutch auction smart contract that could have resulted in the loss of 109,000 ETH.",Cointelegraph,"Tue, 17 Aug 2021 22:47:24 -0400",[],Neutral,Article,['SUSHI'],51870,6.22,
https://www.cryptopolitan.com/stellar-price-analysis-2021-08-17/,https://crypto.snapi.dev/images/v1/j/x/stellar-price-analysis-xlm-receives-massive-shock-as-price-levels-sink-to-038-51869.jpg,Stellar price analysis: XLM receives massive shock as price levels sink to $0.34,"TL;DR Breakdown The latest Stellar price analysis shows a major change in market trends. After a tremendous rise, price shockingly goes down to $0.34.",Cryptopolitan,"Tue, 17 Aug 2021 22:42:21 -0400",['tanalysis'],Neutral,Article,['XLM'],51869,5.37,
https://www.cryptopolitan.com/monero-price-analysis-2021-08-17/,https://crypto.snapi.dev/images/v1/u/u/monero-price-analysis-bearish-momentum-brings-xmr-down-to-an-alarming-26944-51864.jpg,Monero price analysis: Bearish momentum brings XMR down to an alarming $253.44,TL;DR Breakdown Bearish momentum has taken the lead according to today's Monero price analysis. Resistance levels have suddenly dropped down to $260 for Monero.,Cryptopolitan,"Tue, 17 Aug 2021 22:32:14 -0400",['tanalysis'],Negative,Article,['XMR'],51864,5.37,
https://ambcrypto.com/what-recent-stats-say-about-the-binance-smart-chain-over-ethereum-debate/,https://crypto.snapi.dev/images/v1/4/n/dimon-blr-mdgmbyfflsa-unsplash-scaled-e1629119787689-51862.jpg,What recent stats say about the ‘Binance Smart Chain over Ethereum' debate,"The cryptocurrency industry is innovative and diverse, yet it is natural that some of the major projects are competing in the same sector. In a recent article, we discussed the recent classification of assets based on their functionality, where Ethereum and Binance, fell under the same column.",AMBCrypto,"Tue, 17 Aug 2021 22:00:54 -0400",[],Positive,Article,"['BNB', 'ETH']",51862,4.21,
https://www.benzinga.com/markets/cryptocurrency/21/08/22549390/bitcoin-ethereum-dogecoin-dive-but-these-defi-coins-are-still-buzzing,https://crypto.snapi.dev/images/v1/0/b/executium-ltazfutkcl8-unsplash-4-51861.jpg,"Bitcoin, Ethereum, Dogecoin Dive But These DeFi Coins Are Still Buzzing",The global cryptocurrency market capitalization fell 2.14% to $1.9 trillion as major cryptocurrencies slipped on Tuesday evening.,Benzinga,"Tue, 17 Aug 2021 21:35:19 -0400",[],Negative,Article,"['BTC', 'DOGE', 'ETH']",51861,4.45,
https://ambcrypto.com/these-are-the-odds-of-bitcoin-touching-30k-once-again/,https://crypto.snapi.dev/images/v1/g/u/raimond-klavins-mg-y2fe49tg-unsplash-compressed-scaled-e1629206599250-51860.jpg,These are the odds of Bitcoin touching $30k once again,"While Bitcoin is undergoing a correction in the short term at the moment, not many from the BTC community will be complaining or losing sleep over it. A period of uncertainty was looming large when BTC consolidated under $40,000 for an extended period of time, before holding fort near the $30,000 range.",AMBCrypto,"Tue, 17 Aug 2021 21:00:40 -0400",[],Neutral,Article,['BTC'],51860,6.01,
https://cryptoslate.com/economist-claims-a-500000-bitcoin-would-be-disastrous-for-co2-emissions/,https://crypto.snapi.dev/images/v1/y/p/bitcoin-co2-51857.jpg,"Economist claims a $500,000 Bitcoin would be disastrous for CO2 emissions","The founder of Digiconomist, Alex de Vries, predicts that, in the long run, the cost of mining a Bitcoin will rise to the price of a Bitcoin. The post Economist claims a $500,000 Bitcoin would be disastrous for CO2 emissions appeared first on CryptoSlate.",CryptoSlate,"Tue, 17 Aug 2021 21:00:13 -0400",[],Negative,Article,['BTC'],51857,5.89,
https://bitcoinmagazine.com/markets/realized-bitcoin-price-breaks-all-time-high,https://crypto.snapi.dev/images/v1/y/e/img-6039-51858.png,Realized Bitcoin Price Breaks All-Time High,"The realized bitcoin price, measuring the value of every UTXO last moved to calculate the price of bitcoin, has hit its highest-ever mark.",Bitcoin Magazine,"Tue, 17 Aug 2021 21:00:00 -0400",[],Positive,Article,['BTC'],51858,5.62,
https://bitcoinist.com/provider-of-credit-ratings-warns-el-salvador-of-bitcoin-laws-risks/?utm_source=rss&utm_medium=rss&utm_campaign=provider-of-credit-ratings-warns-el-salvador-of-bitcoin-laws-risks,https://crypto.snapi.dev/images/v1/k/b/calculator-385506-1280-640x377-51855.jpg,Provider Of Credit Ratings Warns El Salvador Of Bitcoin Law's Risks,Is El Salvador 's decision to use Bitcoin as legal tender a risky proposition? Probably so.,Bitcoinist,"Tue, 17 Aug 2021 20:58:28 -0400",[],Negative,Article,['BTC'],51855,6.1,K40
